100000.0,621147.7468830808
99707.2509855023,619241.0222732857
99127.14782018997,615464.3760420243
97980.85218481194,608004.7973615484
95729.07318051979,593324.5736038875
92969.94415103112,575327.3823073673
90291.69102294637,557841.2690123429
87691.90713304043,540852.9326233095
85168.2575659306,524349.375235988
82718.47779859178,508317.9004879778
80340.37154874978,492746.1078906593
78031.80869896151,477621.8869680374
75790.72328251386,462933.41153300507
73615.11153151635,448669.13403475937
71503.02998567943,434817.77997502126
69452.59365784,421368.34243538964
67461.9742557229,408310.0766963214
65529.39845956386,395632.4948957786
63653.14625070903,383325.36082419386
61831.549292533164,371378.6847661259
60062.98936021249,359782.7184479229
58345.896819370944,348527.9500421203
56678.749150505646,337605.09927277523
55060.06951944663,327005.11257734575
53488.42538965525,316719.1583961588
51962.42717975213,306738.6224680249
50480.726960005326,297055.1032565857
49042.01718924026,287660.40743847884
47645.029490820096,278546.545456356
46288.53346540388,269705.7271609745
44971.335540234824,261130.35752078556
43692.27785422921,252813.03239143503
42450.23717532224,244746.53439899164
41244.12385336382,236923.8288346651
40072.880803260094,229338.05966433565
38935.48251931894,221982.5456010459
37830.9341205651,214850.77622844183
36758.270424260656,207936.4082123025
35716.55504829972,201233.26156827595
34704.87954061476,194735.31600169488
33722.362535742854,188436.7073030049
32768.1489358245,182331.72383491317
31841.40911854681,176414.8030417908
30941.338167422917,170680.52806166044
30067.155126269336,165123.62438572617
29218.102276887326,159738.95656880684
28393.444437733226,154521.5250239867
27592.46828476262,149466.46285978815
26814.481692742527,144569.03278125954
26058.813096334026,139824.62405831294
25324.81087089541,135228.7495440326
24611.84273236574,130777.04274750767
23919.295154923842,126465.25497252161
23246.57280650558,122289.2525093165
22593.09800181268,118245.01387649622
21958.310171662226,114328.62712108114
21341.665348257615,110536.28717845186
20742.63566677603,106864.29327050164
20160.708881411647,103309.04637141412
19595.38789644049,99867.0467163696
19046.19031169837,96534.89135983329
18512.64798139717,93309.27179171758
17994.306586843257,90186.97159345026
17490.725221617122,87164.8641523015
17001.47598995248,84239.91041133314
16526.143616472862,81409.15668341333
16064.325068762071,78669.73249106131
15615.629190490934,76018.8484701263
15179.676346096876,73453.79430971087
14756.098076253245,70971.9367356069
14344.536763654121,68570.71754052436
13944.645308986746,66247.65165475823
13556.086816445248,64000.32526524475
13178.53428933245,61826.39396456803
12811.670334274027,59723.58095226026
12455.186874777475,57689.67526885302
12108.784873282282,55722.53007265081
11772.174061547064,53820.06095624869
11445.072679488176,51980.244295368706
11127.20722149114,50201.11564371151
10818.31219070035,48480.76815759245
10518.129860662168,46817.351059245666
10226.410044003762,45209.06813700577
9942.909868279976,43654.17627836289
9667.3935584583,42150.98403847116
9399.632226163609,40697.85023957503
9139.403664880327,39293.18260918601
8886.49215175852,37935.43644446745
8640.688255169845,36623.11331101866
8401.788647998927,35354.75977465323
8169.59592675978,34128.96615984653
7943.91843596106,32944.3653416828
7724.570097882074,31799.631564706175
7511.370247387223,30693.479292499753
7304.143471728284,29624.662084656607
7102.719455164113,28591.97150141029
6906.932828356706,27594.23603423632
6716.62302201556,26630.32006663559
6531.634125175239,25699.122857622988
6351.814747739245,24799.577550583268
6177.0178868733565,23930.650210904463
6007.100797741733,23091.338883463588
5841.9248678806225,22280.67267726707
5681.355495511963,21497.710871165862
5525.261971244946,20741.54204601812
5373.5173636703985,20011.283234590726
5225.9984080080985,19306.07909824337
5082.585398394035,18625.101121336847
4943.162083174526,17967.546829102444
4807.615563443474,17332.63902482342
4675.836194634427,16719.62504688062
4547.717490821629,16127.776048182019
4423.156032274371,15556.386289949076
4302.051375344403,15004.77245961643
4184.305965378272,14472.27300282432
4069.825051990202,13958.24747633663
3958.5166070357436,13462.075916247868
3850.2912448737243,12983.158225305398
3745.0621451423867,12520.913575195435
3642.7449776924764,12074.779826771428
3543.257829897294,11644.212964722396
3446.5211360081635,11228.686548932686
3352.4576086726925,10827.691180502117
3260.9921724593532,10440.733982782553
3172.0518993698006,10067.33809677177
3085.5659462335584,9707.042190987913
3001.465494025837,9359.399984364261
2919.683688910709,9023.979783436544
2840.15558506455,8700.364032170804
2762.8180892218925,8388.148874441782
2687.6099067803198,8086.943729642058
2614.4714895924317,7796.3708795828325
2543.3449852505405,7516.065067819302
2474.1741878778994,7245.673110290902
2406.904490372622,6984.853517378572
2341.4828380685785,6733.276126751148
2277.8576837723213,6490.621746824089
2215.978944101538,6256.581810916901
2155.7979571279507,6030.8580413135705
2097.267441268644,5813.162123199342
2040.3414553843456,5603.21538829558
1984.9753600486038,5400.748507786065
1931.125779979451,5205.501194234132
