Iteration	logLikelihood	logPrior	sigma	e76	e81	aYFP	aCFP	KGR_76	KGS_76	KGR_81	KGS_81	KR6	KS6	KR12	KS12	nR	nS	aR33	aS175	dR	dYFP	dCFP	autoCFP	autoYFP	aL	aT	nL	nT	dL	dT	iA	iI	yb0_exrep	cb0_exrep
104	-186484.127320933	-1517.02476807433	41.5921258166212	0.0215633005681115	0.00607904115535936	32672.4290402456	24807.6919100535	8.65982191841663	0.000226287571107424	0.0151102977997559	10.9411465127465	0.000148237685073123	3.6393907359578E-06	1.01801880578083E-08	0.0247356350930116	0.77856390751006	0.990029308952332	9.57012967131504	2.95295985683052	9.97929650880609	0.146804083415427	0.459756992329333	268.416219510911	7.92901250017544	59.9206800060932	51.0614511254726	0.655064117968187	2.21155834315504	0.620854283941016	2.31448268586351	0.130424376912833	120.970711942876	93.4879570329202	1926.54703710114
105	-186498.072697481	-1508.9645300575	41.7974484534331	0.0215528660079511	0.00619412688210286	32672.4290402456	25102.2713806874	8.65421512822856	0.00046397866144774	0.0152763547458287	10.9342714372068	0.000149306688624558	3.78390025162808E-06	1.03492044808869E-08	0.0248111769310777	0.778625658870885	0.991418233997453	9.57012967131504	2.96044966035749	9.99617077935261	0.147907347988467	0.459264083208779	268.364799623386	7.89008577516911	59.9206800060932	51.0614511254726	0.652284770881132	2.19828677956297	0.602579827741374	2.27425229855159	0.130424376912833	122.408740283288	90.856267951949	1936.69600546639
106	-186496.67643089	-1508.10085099703	41.954347902514	0.0215528660079511	0.00612481460384449	32672.4290402456	25102.2713806874	8.68822427039795	0.000104658350793719	0.014965511527636	10.9342714372068	0.000149620835231224	3.85824581284769E-06	1.03553705316322E-08	0.0248365850494633	0.777764578423786	0.994014022898456	9.51094096675169	2.96233920336862	9.99617077935261	0.147907347988467	0.459264083208779	267.468221009213	8.07094816016572	59.9994415116371	51.0614511254726	0.654418372763297	2.19158767534195	0.607593294160819	2.27425229855159	0.130236378815184	121.7697430881	92.7583677886746	1943.4409979736
107	-186486.451437928	-1518.3096198439	42.1485193974752	0.0213190670088786	0.0061329659068425	32672.4290402456	25102.2713806874	8.68432708863406	0.000104658350793719	0.0148824437145783	10.9342714372068	0.000149008352001966	3.50033294862059E-06	1.02317419185373E-08	0.0245833723637071	0.776488929280445	0.992910525270034	9.4995620825772	2.96233920336862	9.99617077935261	0.148251429783215	0.462470075726598	267.468221009213	8.22931691988479	59.9824867425675	51.0614511254726	0.656385898920598	2.20055774319309	0.622970804578374	2.29417047905184	0.129877617130529	120.654293806091	87.2272232018316	1947.29986855977
108	-186509.166440202	-1496.73668811272	41.8874313259376	0.0216022159602478	0.00614291932918128	32725.3128941011	25279.8129318875	8.52225150748678	0.000166307481841947	0.0147222568971442	10.9076747834995	0.000147813892782298	3.50033294862059E-06	1.00899939807908E-08	0.0245833723637071	0.776488929280445	0.992910525270034	9.55608665752055	2.96233920336862	9.99617077935261	0.148128330966817	0.464113357249334	267.468221009213	8.17699545449698	59.9824867425675	51.0767883739748	0.663353213593097	2.18950055589102	0.636472231404182	2.30145963177244	0.129123392965976	118.802964626715	98.3718467286339	1947.29986855977
109	-186507.743393707	-1496.38899251873	42.05721619421	0.0218158771953539	0.00612243414861186	32810.6730913151	25125.7310322663	8.62061653019872	0.000125486934239823	0.0145098461372238	10.9076747834995	0.00014811947768622	3.90170967228215E-06	1.05047731809136E-08	0.0245833723637071	0.781002314138677	0.988284385944006	9.63937974481514	2.96442419511389	9.99617077935261	0.147144046046569	0.464113357249334	267.526766519743	8.14203871912291	59.9824867425675	51.3938851005688	0.652565671613765	2.19928884030742	0.636518941496557	2.36624116432671	0.127832748082708	118.802964626715	86.7243060407283	1942.27788883336
110	-186484.528175836	-1514.22590527514	41.5987664372207	0.0216912453545074	0.00622015497368833	32810.6730913151	25087.2749746505	8.67267850414389	0.000141127176007803	0.0148342112639244	10.9119755245908	0.00014811947768622	4.3470742305636E-06	1.04621654048661E-08	0.0241601650914378	0.780859776392521	0.98595391958362	9.66426188683048	2.96442419511389	9.99617077935261	0.147144046046569	0.464113357249334	267.526766519743	7.94058193071134	60.2119134328948	51.3938851005688	0.652565671613765	2.19640039641853	0.628163881477258	2.3150603960909	0.127832748082708	118.802964626715	95.77632411524	1964.43459481911
111	-186487.932445212	-1512.94608750339	41.5987664372207	0.0216912453545074	0.0062401356476576	32771.8068183405	25087.2749746505	8.68102655424683	0.000126675922347225	0.0150018154987063	10.8585540582903	0.000147655503750159	4.64365416483792E-06	1.04806451284357E-08	0.0242359846136525	0.783594860607704	0.989191674260677	9.68806490577051	2.96442419511389	9.99617077935261	0.146858816593315	0.464113357249334	267.896706328484	8.04598381670669	59.5873758869644	51.3743133092894	0.650468624925503	2.20699165035446	0.632292330401555	2.33463960902322	0.126533535630619	118.815217738991	92.8889071437794	1938.74322404284
112	-186503.7241682	-1500.07149351987	41.5987664372207	0.0218299865364217	0.00618970349523117	32771.8068183405	25087.2749746505	8.72772891017891	0.000119640177818484	0.0148936693497615	10.8003618233085	0.000147212721472417	4.35901778516196E-06	1.06003143564737E-08	0.0244173890753197	0.780916824509878	0.988679593063408	9.66995750580123	2.96442419511389	9.99617077935261	0.146858816593315	0.464113357249334	267.896706328484	8.04598381670669	59.6502527234944	51.7443389138377	0.650468624925503	2.2111583248435	0.648942513623315	2.34000785075968	0.128139421433223	118.815217738991	98.2197979810885	1959.96693623162
113	-186486.041981316	-1512.07572705073	42.0105031987963	0.0216060328773587	0.00620876684733053	32771.8068183405	25110.7963866443	8.75022058202034	0.000158119092992022	0.0155446669504616	10.8117316299262	0.000147212721472417	4.35901778516196E-06	1.0147216640925E-08	0.0243201534511838	0.779957026594177	0.985556579352883	9.64516968680229	2.96442419511389	9.99617077935261	0.146858816593315	0.464113357249334	267.896706328484	8.03327788481288	60.0457994087039	51.7443389138377	0.650468624925503	2.19970366787805	0.64690330701356	2.35638030215847	0.127122468883678	120.37123046812	90.892515907459	1935.86290907588
114	-186495.999875403	-1502.94124472545	42.0105031987963	0.0215893895865903	0.00616632982587145	32774.7433072212	25110.7963866443	8.78497468463447	0.000191218276449136	0.0154173757448642	10.8605412587111	0.000146379669748272	3.74174452609698E-06	1.0164595196411E-08	0.0245643185217265	0.782168600256313	0.984535009772963	9.64516968680229	2.96442419511389	9.99617077935261	0.146858816593315	0.464113357249334	268.434965337552	7.96153611244579	60.0457994087039	51.7443389138377	0.656491691339639	2.18256219243784	0.626088759273401	2.33868623720155	0.127593354019894	118.815774804123	94.838820026399	1929.15691080582
115	-186517.189315939	-1491.69476964255	42.090617167554	0.0217486072831226	0.00628270198286334	32691.1375470937	25309.2506712119	8.7724786725104	0.000153734272254049	0.0157094041095077	10.8846256268563	0.000146883800344004	3.58412508653311E-06	1.01588969593241E-08	0.0247087500847829	0.780922689016815	0.986953670858804	9.64516968680229	2.96657388093225	9.99617077935261	0.147526094474467	0.464697540241428	268.564781717169	7.77530427158556	60.0457994087039	51.7443389138377	0.658575930378136	2.18324197258476	0.625770190926877	2.32942577806383	0.13009277447306	121.631841837421	99.1728976838366	1957.12694277431
116	-186485.501298283	-1517.13194317162	41.8747181669854	0.0210904694599119	0.00623971528609316	32607.5811935586	25290.804657873	8.85355669206253	0.000209782237184947	0.0157094041095077	10.8846256268563	0.000146933343428496	3.4392705353354E-06	1.0124191723728E-08	0.0242535059283847	0.781926951012685	0.987197211031947	9.55411042624663	2.96657388093225	9.99617077935261	0.147442251330092	0.463888723425677	266.277878601422	7.84806186823074	60.5546041680411	51.9644766721351	0.660047641387952	2.19127845427412	0.619394264963623	2.32942577806383	0.129615153877866	121.631841837421	99.4588508670272	1953.27476536097
117	-186467.511099807	-1531.71154098272	41.5745471173484	0.0208280126495452	0.00637023606432287	32607.5811935586	25169.5112487624	8.84746834613952	0.000195616543272617	0.0162109616352234	10.8475604910194	0.000148833310149958	3.50182150176601E-06	1.05327233189743E-08	0.0244801366413233	0.784022401682109	0.986575999600226	9.53197504143093	2.96657388093225	9.99617077935261	0.147442251330092	0.46023427533261	267.349383575397	7.80473080101278	60.2702250240215	52.3164114318201	0.656983768172335	2.21055178615194	0.620495728964996	2.39749548226841	0.130473022895265	120.775226850395	99.2404082471022	1965.29051728679
118	-186477.202740216	-1525.46214502587	41.8501546632447	0.0209387467336012	0.00632201111470355	32483.2743655916	25121.4444938336	8.84746834613952	0.000202587892992774	0.0164204697066172	10.7850821891694	0.000148833310149958	4.03758447155291E-06	1.02681663112004E-08	0.0247566888133306	0.780077689491632	0.986304160426883	9.53197504143093	2.96657388093225	9.99617077935261	0.145807236219071	0.46023427533261	268.365493849469	7.69676293143347	60.2598750732208	52.5736930893787	0.651598491744112	2.21847535217479	0.625322341075542	2.40502978425529	0.130033158965355	123.048807154728	88.1855613991248	1976.78949756571
119	-186482.081822682	-1517.86791371606	41.356240765722	0.0210860031650113	0.00623232271653571	32499.1584139802	25142.4309660365	8.84746834613952	0.000240983235334152	0.0164204697066172	10.7850821891694	0.000146408259340687	3.71872893245326E-06	1.02574631099922E-08	0.0247521725551443	0.77966069108055	0.989066292592754	9.53197504143093	2.96657388093225	9.99617077935261	0.146506568114582	0.461939261244876	268.365493849469	7.69303339928493	60.9966552074394	52.8451142951751	0.650396828381336	2.20098450247315	0.627746664827408	2.40946726876994	0.129503815291084	122.076544175158	93.1635997355506	1981.0271808277
120	-186458.271719733	-1542.99549943781	41.4661250023148	0.0206296287704401	0.00613943431562227	32559.3137388515	25178.6050108975	8.84932135409678	0.00029503120631845	0.0165869636465905	10.8730069812605	0.000148270618477505	4.32642637608404E-06	1.03307478748595E-08	0.0240503653446204	0.784018918453617	0.987493422699912	9.5211409137792	2.96028867995319	9.99617077935261	0.146506568114582	0.461939261244876	267.756430514591	7.69303339928493	61.0680149185744	52.8451142951751	0.653670168008211	2.19155628532836	0.617013132761944	2.4405071060067	0.129309021927537	123.147583136578	98.6440528701634	1949.07466349801
121	-186447.699073711	-1545.40190788691	41.702868545219	0.0206776843439533	0.00625243571350883	32559.3137388515	25178.6050108975	8.95602680428983	0.000189555573863568	0.016555773969035	10.8730069812605	0.000148270618477505	4.12457091537282E-06	1.01524458636747E-08	0.0247164235067079	0.782364996837084	0.99032688073825	9.5211409137792	2.96028867995319	9.99617077935261	0.147981178642173	0.460865676153473	267.869772438449	7.83601711168983	61.1035037300425	53.2340961320814	0.653670168008211	2.19142458696686	0.628706109877207	2.4405071060067	0.130711589209107	123.742884729792	96.1517167065819	1950.35206768427
122	-186432.935861731	-1558.92168540526	41.3020576038922	0.0204938991900515	0.00621990368233705	32559.3137388515	25111.1029642839	8.91853871344262	0.000401585366070814	0.0167596668838232	10.8953252680597	0.00014898677314351	4.36016723020642E-06	1.01524458636747E-08	0.0245074710168739	0.775985976453848	0.990734696390313	9.39356644779312	2.96028867995319	9.99617077935261	0.147076299660665	0.460865676153473	267.466428250961	7.87667952090526	61.0758888418458	52.9287915043208	0.648566745740912	2.18369533316018	0.621063862746209	2.4405071060067	0.13073087267905	122.617563184522	94.9546034693936	1961.41580048552
123	-186433.301428062	-1562.40560296052	41.1215481101675	0.0203772705473405	0.00619789575427197	32559.3137388515	25111.1029642839	8.89655093263698	0.000513141882087472	0.0168383527297972	10.9135757379204	0.000147938317827036	4.37837613287716E-06	1.01934706823976E-08	0.0245995664471354	0.777082322779398	0.990929973358992	9.39356644779312	2.96028867995319	9.99617077935261	0.146743886786494	0.460337155298156	267.466428250961	7.7572327570085	61.3856869793588	53.0485407354445	0.649671508121027	2.18439429761731	0.624440218415506	2.46865182173078	0.131640798045438	123.372322201063	99.801153473389	1960.26150471187
124	-186460.77304081	-1538.48694379344	41.3575667235462	0.0210774204158931	0.00630534725561956	32410.4268812452	25285.4543000923	8.95991451064268	0.00079274965827382	0.0166759735429373	10.9135757379204	0.000147938317827036	4.2732080586672E-06	1.01934706823976E-08	0.0245327146945986	0.776731148903221	0.99402025110768	9.39356644779312	2.98227946879825	9.99617077935261	0.148396447934974	0.459947022630987	269.241586943513	7.744532594444	61.4390742449979	53.1735891987305	0.647765934011723	2.18262041278349	0.630027109050925	2.46865182173078	0.1312733001859	121.575119924544	93.5011127266234	1994.88501787908
125	-186432.220991384	-1566.32394999772	41.5119799988207	0.0205459445748197	0.00628851012217789	32398.12280408	24930.9967897324	9.18653439777994	0.00108714908010728	0.0164748543179879	10.9039550610592	0.000146564378006012	4.42374836320844E-06	1.01840990895715E-08	0.0243817475296979	0.777923944694952	0.989196741377449	9.43157497510731	2.97243756068564	9.99617077935261	0.146400335837016	0.459947022630987	269.241586943513	7.68325289048018	61.4047470065665	53.3203617335563	0.653623656065297	2.17641287293167	0.630027109050925	2.46865182173078	0.1312733001859	123.1597959332	102.700379128184	1979.34468205542
126	-186433.437642116	-1564.25713669988	40.8905908574209	0.0208025316654635	0.00632380489956116	32398.12280408	24941.9190550628	9.27487506652727	0.000987326001444381	0.0166978975314083	10.9571950081735	0.000146197267656057	4.31811889267535E-06	1.00399043757549E-08	0.0243781627914278	0.780787808403245	0.986022172758661	9.43157497510731	2.97243756068564	9.99617077935261	0.147044011423135	0.459232945599513	267.027710448517	7.68325289048018	61.9078465065083	53.3651912022135	0.650540041461772	2.17691432550105	0.631124079135675	2.43848452455581	0.131037358141014	122.211439796413	104.793221453668	2019.55607569799
127	-186430.196463155	-1564.31581595025	40.8411443430394	0.0206321138744524	0.00636392670710718	32542.0868989801	25027.7895987543	9.22325386595526	0.00116791729650442	0.0165128112245411	10.9605852448698	0.000146041567804603	4.35583011740397E-06	1.02404499261687E-08	0.0242849859183703	0.78059434408449	0.986241143967713	9.47833240311674	2.96463027213124	9.98834028023507	0.147575932355179	0.460824843023115	268.633174518006	7.66869525092224	62.2192445173048	54.1894419492571	0.652877241007332	2.17034848788472	0.624452567711091	2.45576213494787	0.132749248750814	122.081678488185	93.5080184228471	1994.26370532732
128	-186417.79512807	-1571.27028779926	41.4183200499735	0.0203921013913732	0.00635056929542744	32634.2618102835	25027.7895987543	9.22325386595526	0.00129460607729798	0.0166896263643516	10.965271947189	0.000146417246359126	4.22742323710244E-06	1.02404499261687E-08	0.0246440381373674	0.780736587116323	0.991072755319791	9.47833240311674	2.96463027213124	9.98834028023507	0.147575932355179	0.460824843023115	267.722350173365	7.74332747285717	62.1502230319311	54.5269465903485	0.652454100502909	2.18394783486374	0.601007539423883	2.45102485456506	0.134647509861453	122.791309494952	94.3228067787237	1980.80864175772
129	-186400.87014798	-1587.70071134541	41.436104389017	0.0202469701678166	0.00618350005800201	32453.9818135552	24784.5236423922	9.22325386595526	0.0019477445526777	0.0166896263643516	11.0453692163677	0.000147224522045238	4.22742323710244E-06	1.05100764268562E-08	0.0243863291584529	0.782044968951867	0.990472096900418	9.48981135982886	2.95625382756932	9.98834028023507	0.146984519487516	0.459698714750094	267.130414665007	7.86509261137032	62.3863486651559	54.5595651224967	0.652161099963204	2.17310398147383	0.61115658583902	2.44638420047039	0.136293633707567	123.44398328239	92.8430603289585	1981.02058639607
130	-186411.778807016	-1579.40991533928	41.3733146530809	0.0203954938112946	0.00623815175095095	32705.4506503576	24784.5236423922	9.09578075447101	0.0019477445526777	0.016674751910564	11.0263354908965	0.000148698037544108	4.08071348713227E-06	1.04474137834391E-08	0.024624932437437	0.781956758062319	0.991825989741472	9.55132644391336	2.95347380941004	9.98834028023507	0.146984519487516	0.459698714750094	267.118741957568	7.76415167683609	62.206630977677	55.0010110835598	0.642480678719137	2.17769300746682	0.605995347873253	2.46448806246545	0.136439790931324	123.487909431759	93.3434837088599	2018.06222585514
131	-186409.187405787	-1577.28254213999	41.4407184240132	0.0203697712496875	0.00633767521909466	32706.5096792726	24731.5374770726	9.14111913753407	0.0012499858997469	0.016191964530852	11.0448917485472	0.000147619499202969	3.93173233504585E-06	1.01720156478586E-08	0.0248268141892828	0.782556092505445	0.991893330013353	9.55132644391336	2.95347380941004	9.98834028023507	0.146714388508293	0.459698714750094	268.348050339742	7.69706217054876	63.2780208292448	55.1390275454451	0.646034059870303	2.18438372483471	0.620069649693921	2.50447717242523	0.136805475678309	123.487909431759	89.9429209402121	1988.94749074296
132	-186405.031012263	-1582.25641554238	41.3457166667446	0.0202517277503859	0.00637989647246769	32454.4433422451	24731.5374770726	9.19392907734074	0.000950495596402498	0.0160772515747378	11.0568468277421	0.000145497295115152	3.79919185668269E-06	1.01103828683696E-08	0.0250933967484469	0.781605589276551	0.991003623779887	9.55132644391336	2.95984154924826	9.98834028023507	0.146722524278353	0.457456399622871	268.314701548029	7.70209392502047	62.704150801319	54.9298719190864	0.646955245248061	2.19217213056527	0.607592072036969	2.53888271136145	0.136236620743268	125.97077319281	91.9464238853739	1957.48375304662
133	-186410.294822729	-1578.9638724417	41.096442430402	0.020254443538238	0.00644871228048356	32454.4433422451	24711.3774326585	9.19657991137992	0.00100631280698781	0.0160707780984035	10.9528941367678	0.000145411121930218	3.96503667539696E-06	1.00654914346755E-08	0.0250933967484469	0.779242208251104	0.997345878316732	9.51065729117107	2.95984154924826	9.98834028023507	0.146362994968368	0.455405100879517	267.927192989013	7.5670448382952	62.3574782272907	55.0674795625598	0.646027092430392	2.18273860580041	0.616697714435478	2.52438716996482	0.1347506710498	124.87649655936	98.2855154014502	1978.55743991395
134	-186397.407459693	-1590.57936017673	41.3571584964373	0.0202007081721212	0.00638581421381394	32454.4433422451	24582.513512096	9.30376957055704	0.000803974632457861	0.0160294288898207	10.9528941367678	0.000145411121930218	4.16231559359156E-06	1.0169711939452E-08	0.0251593296281455	0.779373538861325	0.998816415194235	9.51065729117107	2.95984154924826	9.98834028023507	0.146362994968368	0.455405100879517	267.927192989013	7.59152273938068	62.3574782272907	55.3156157722256	0.6505023832721	2.1845100922591	0.619083311437845	2.51960891990165	0.136763401982845	125.135760921867	96.3336365517011	1987.5832726686
135	-186390.705848112	-1594.36068746999	41.3370341248667	0.0201515771225852	0.00624580982245643	32454.4433422451	24582.513512096	9.24537570021301	0.000925997159461102	0.0162728807911823	10.9742857179443	0.000145411121930218	4.2183066370205E-06	1.01151282945681E-08	0.0251593296281455	0.781572190855798	0.994138759255012	9.51065729117107	2.95984154924826	9.98834028023507	0.146362994968368	0.455658378138144	268.329862958776	7.6542293836791	62.5896072046594	55.3156157722256	0.64724737592014	2.19701156595849	0.608759990515966	2.53260101035441	0.137657761392064	125.164551287036	93.2286370855747	1987.5832726686
136	-186403.030466519	-1584.34984068653	41.4202065182364	0.0204455688326728	0.00638422026170555	32406.8635046279	24645.4861630026	9.13545877773089	0.00061692837880505	0.0162728807911823	10.9807332937327	0.000143743211714835	4.41541256489138E-06	1.00124069139893E-08	0.0243087806942544	0.777403800394769	0.990060266346464	9.49949358425498	2.95636632207113	9.98834028023507	0.14543009894274	0.452796640898068	266.607323584185	7.6542293836791	62.6645118987439	55.4438611899262	0.650431773432034	2.19701156595849	0.623196273208943	2.53732035026915	0.138257813302153	125.536372424962	93.2286370855747	1987.5832726686
137	-186397.270776973	-1592.08897220348	41.5216526056156	0.0203575086330728	0.0064449935042321	32406.8635046279	24645.4861630026	9.06746154032603	0.000535087313111523	0.0160590087573103	10.9417584311491	0.000143186780339258	4.83878251757421E-06	1.00124069139893E-08	0.0243087806942544	0.776474784796277	0.990840495167719	9.55328863620691	2.96311883668215	9.98834028023507	0.14543009894274	0.452796640898068	267.895495756581	7.79435717804577	62.6645118987439	55.4438611899262	0.653734434136884	2.19911525745084	0.625068899860103	2.54299965005944	0.137334541452104	126.163240516783	94.3750789469207	1968.21515637958
138	-186412.784431923	-1579.55594381496	41.5882510439026	0.0206415267276906	0.00636679721172318	32406.8635046279	24583.4308656314	9.06746154032603	0.000540064208701455	0.0160137930667598	10.9417584311491	0.000141577818754654	4.5157719911013E-06	1.02518763738562E-08	0.0243193779910528	0.780262989004633	0.990840495167719	9.55328863620691	2.96311883668215	9.98834028023507	0.14543009894274	0.452309059988509	267.294747175485	7.61727739445482	62.9557422925091	55.2366561393263	0.652679969235105	2.19612508551876	0.620332371191444	2.54299965005944	0.138647373517598	125.547734834096	92.5197084386219	1970.6548053278
139	-186381.341988398	-1608.33392807093	41.0982731819806	0.0202433293367018	0.00647988569316975	32603.9806349285	24715.5875222103	8.96869534586817	0.000964397406414067	0.016043774323327	10.943194532374	0.000142367805035165	4.65555287180727E-06	1.00215613614263E-08	0.0244005916939809	0.780969533514207	0.989736674263475	9.60260217449817	2.96311883668215	9.99824230251747	0.148107094926494	0.454040231740489	267.554506714757	7.69685724674441	62.5928652000894	55.2366561393263	0.652679969235105	2.19373848010663	0.61145741398404	2.53681412408482	0.138341248238716	124.698855444571	98.1016041793708	1991.38734794586
140	-186386.793169673	-1603.35023300362	41.2937946916925	0.0203674354721885	0.00622047581774866	32495.7158238721	24588.9304861081	8.96869534586817	0.00147716048782086	0.0158823567786746	11.0111778952899	0.000143174750183754	4.57683916384601E-06	1.01794603075624E-08	0.0245425083357328	0.782332537351155	0.986288717760223	9.66338290727301	2.96198896072419	9.99824230251747	0.147382198472106	0.45257259905058	267.620848041944	7.78880922779714	62.3314219046431	55.2744464368488	0.649871156419828	2.19132611047449	0.6102687142903	2.53681412408482	0.138341248238716	125.052636168051	91.152053591615	1962.930263092
141	-186393.741860296	-1598.71723054617	41.4286013066811	0.0205362284474483	0.00615902891793197	32495.7158238721	24588.9304861081	9.00702191923507	0.000992535974484538	0.0159235860892256	11.0623043805326	0.00014422609938882	4.61789852497926E-06	1.01265072379516E-08	0.0246145970153022	0.781181357875221	0.992307950116295	9.66338290727301	2.96198896072419	9.99639961559304	0.147503829005824	0.45257259905058	267.620848041944	7.60766484080977	62.3314219046431	55.2744464368488	0.650682274675366	2.20398175789626	0.620508889137944	2.54421227839185	0.136572339854964	123.960472184794	91.152053591615	1946.48407231392
142	-186388.916822847	-1600.13879773411	41.4286013066811	0.0203580551221934	0.00621577874201539	32397.7267803639	24546.952019126	8.97274430541856	0.000797445025377961	0.0162846429078677	11.0186646876599	0.000145788182039926	4.29994289052162E-06	1.06228707165465E-08	0.0246364461285466	0.780609594825546	0.988282078731538	9.66338290727301	2.96198896072419	9.9930810931055	0.146534167598539	0.457668540149426	267.620848041944	7.88592268019917	61.6121439833757	55.5070066499111	0.65256884016248	2.19391014732543	0.618006720528328	2.57669240933634	0.137269986079507	123.960472184794	97.651491759095	1975.93374812625
143	-186412.237990097	-1577.00064363809	41.4286013066811	0.0204289711488197	0.00614272786813706	32177.1146911354	24726.6979289992	8.96665107178289	0.00130646014879726	0.0160143527309337	11.0195970652079	0.000147703160857196	4.22815466125909E-06	1.06778812887607E-08	0.0246025337435478	0.780609594825546	0.991609863517259	9.55441142031958	2.96198896072419	9.9930810931055	0.146534167598539	0.455890036813249	267.620848041944	8.00965453448725	61.1149010392744	55.5070066499111	0.654926842338704	2.20003783216656	0.621965428223778	2.61074145532674	0.137498008131479	122.784521255356	97.651491759095	1997.52601820163
144	-186402.575231375	-1587.19000908693	41.5051081149978	0.0204289711488197	0.00614272786813706	32177.1146911354	24711.6536598751	8.84947066529688	0.000477543808701453	0.0158274487708145	11.0608345934617	0.000147752633707266	4.66842191926967E-06	1.05670561412327E-08	0.0246459155429738	0.782679311049368	0.989281377402226	9.57798939877446	2.96198896072419	9.9930810931055	0.146534167598539	0.452870838664143	267.5759658181	7.89068967574846	61.605365393637	55.4300193119265	0.652239922833011	2.19252017677952	0.609242713176894	2.61074145532674	0.137498008131479	122.784521255356	99.4325246585137	1969.74296797806
145	-186425.245261606	-1570.46594277116	41.5973690476502	0.0204289711488197	0.00603687695971052	32197.3590164698	24810.592935538	8.83840712065435	0.0013870701034386	0.0158108769948511	11.0155968528784	0.000148280260948855	4.20947598486613E-06	1.07031395926401E-08	0.0246459155429738	0.781602859581757	0.987075460269036	9.5457441991275	2.96498780149583	9.9930810931055	0.146534167598539	0.452870838664143	267.773312029088	8.00285631253688	61.3406237096427	55.4183085957874	0.659688621130112	2.18123108093499	0.611079680052492	2.57851269500006	0.138508075490686	122.991578528594	90.4033623980012	1968.2198147719
146	-186427.459340408	-1564.57020721408	42.1276058574014	0.0203497110888473	0.00609675079605112	32305.1949870943	24810.592935538	8.92916607415507	0.00156837040207895	0.0159328999186277	10.9265000070946	0.000145944627415852	4.18548635429748E-06	1.04932684294412E-08	0.024586135638995	0.78277441794301	0.984557197030909	9.5457441991275	2.96498780149583	9.9930810931055	0.145306546651506	0.455976705432475	267.773312029088	8.08380949304387	61.8631020669606	55.4183085957874	0.656941124748046	2.18123108093499	0.621085198270061	2.58907579533263	0.138052153557075	123.08190254067	92.3875157305797	1945.95379201672
147	-186444.300359735	-1544.11472168414	41.3577786555132	0.0208376724892545	0.00618047411361558	32305.1949870943	24810.592935538	9.05685185760889	0.00186996443119764	0.0155894747931771	10.9265000070946	0.000145944627415852	3.97175795802072E-06	1.08511833071221E-08	0.0245039226844931	0.785635256998843	0.98207263962543	9.63520269146145	2.96498780149583	9.9930810931055	0.145591853093516	0.459759175921153	267.773312029088	8.10349224992066	61.3376352748372	55.7969087772156	0.650557242096782	2.18533326095791	0.616920392054969	2.58907579533263	0.136829229620525	124.063888026414	90.7538433576393	1976.3502246249
148	-186432.218698569	-1560.07524613923	41.8295774008909	0.0206969013067745	0.00637685291453833	32305.1949870943	24845.1103563657	9.05923398915751	0.00153918585343649	0.0156118958267931	10.9366169733022	0.000145944627415852	3.97175795802072E-06	1.08511833071221E-08	0.0245039226844931	0.785635256998843	0.980607671155232	9.63520269146145	2.96498780149583	9.9930810931055	0.146497719166659	0.465067414884224	269.031281612033	8.17295530309049	60.8002014475243	55.699330832631	0.654801765519519	2.18635196869373	0.616920392054969	2.5900234537255	0.138399173750265	123.150092299447	90.5807730728275	2015.2571492273
149	-186428.807462138	-1555.00708671856	41.4077565188977	0.0207720678140078	0.00637411242007919	32305.1949870943	24845.1103563657	9.08096525735923	0.0010108505061993	0.015486260032569	10.9366169733022	0.000145558930522092	4.5570581357206E-06	1.02100339607584E-08	0.023892254878679	0.783707828141986	0.980607671155232	9.63520269146145	2.96498780149583	9.9930810931055	0.144772281448382	0.462988169431434	269.031281612033	8.03779427166258	61.5844491640822	55.9200060716318	0.653535373343043	2.18249574288596	0.62190818543029	2.57590234422872	0.138399173750265	123.150092299447	96.9426010450665	1967.45447492945
150	-186447.692954652	-1540.33265502312	41.6423125021637	0.0208118820779419	0.00657453649904368	32311.1613659143	24950.0534971922	8.96439670893681	0.000735304386680663	0.0152875178504011	10.9366169733022	0.000147556232453488	4.5570581357206E-06	1.02765589205579E-08	0.0241920633858236	0.787135199647903	0.983517073648481	9.63684021971101	2.96498780149583	9.9930810931055	0.144248241468994	0.459129252700122	269.031281612033	8.03779427166258	61.9517303402957	55.9200060716318	0.653149532698541	2.18249574288596	0.627206271920075	2.59458531378714	0.136615346344866	120.88490863789	89.4050529774286	1965.55226971179
151	-186421.312440639	-1568.50148025413	41.2096401015005	0.0205470132752548	0.00657453649904368	32311.1613659143	24950.0534971922	8.9395180273053	0.000644925889674579	0.0152430027737749	10.9240246568484	0.000147470188199116	4.68063842946077E-06	1.00524584093267E-08	0.0240662607671505	0.787135199647903	0.983517073648481	9.63684021971101	2.96498780149583	9.9930810931055	0.146388473076895	0.461927468271513	267.917843206791	8.36682116685286	62.1387844391486	55.9323214181383	0.653127876174365	2.18872780680809	0.639192796291113	2.63460520271593	0.135290337698643	122.514534749492	96.9007221380708	1974.88407606183
