25000	25000	0.7994685322406668
8333	25000	0.5689635827514947
2777	25000	0.7699858491698623
925	25000	0.9489721846498083
308	25000	0.6571621212186571
102	25000	0.8838484552161071
34	25000	0.806775347940671
11	25000	0.6222345190580378
3.8	25000	0.8672890801048027
1.3	25000	0.7856549203598268
0.4	25000	0.9299359135825294
0	25000	0.6340855444512156
25000	5000	0.8570573838360845
8333	5000	0.9092006179593319
2777	5000	0.9574463352476232
925	5000	0.956187497399067
308	5000	0.9950897551916398
102	5000	0.7116441694792066
34	5000	1.
11	5000	0.9688780604038327
3.8	5000	0.9765923283308107
1.3	5000	0.9703657344624927
0.4	5000	0.743543962025392
0	5000	0.9438886212539706
25000	1000	0.7618967407667885
8333	1000	0.6534243504428807
2777	1000	0.8109104034737427
925	1000	0.7466763823402198
308	1000	0.8216322290717799
102	1000	0.8635763849494076
34	1000	0.8771656719903435
11	1000	0.7868883568034951
3.8	1000	0.9230632170457025
1.3	1000	0.6553302151446831
0.4	1000	0.6901650750644095
0	1000	0.8350088180578212
25000	200	0.36788554041561017
8333	200	0.6268590175066184
2777	200	0.6109148102254398
925	200	0.8316618441859721
308	200	0.8494841613689621
102	200	0.8384487960299913
34	200	0.7718565726725882
11	200	0.7855522734497526
3.8	200	0.7858904395324172
1.3	200	0.8187594364793831
0.4	200	0.821515017341293
0	200	0.8230346613571398
25000	40	0.05624162862511462
8333	40	0.09216612822559957
2777	40	0.2655173592403245
925	40	0.4286925910421683
308	40	0.5029112565723485
102	40	0.5489856499016202
34	40	0.5658751427119392
11	40	0.44426627490292725
3.8	40	0.5727227238487935
1.3	40	0.4691930022346801
0.4	40	0.5111815344489535
0	40	0.5202416689062354
25000	8	0.055484892071244886
8333	8	0.048013362756599974
2777	8	0.05128847832305677
925	8	0.048827220712882
308	8	0.047107287431526965
102	8	0.04232841128788657
34	8	0.06786411599684505
11	8	0.18925826167632237
3.8	8	0.19692551386566604
1.3	8	0.21555049272624394
0.4	8	0.2193856085871066
0	8	0.21420212858784235
25000	1.6	0.05051510593019736
8333	1.6	0.046194928347386886
2777	1.6	0.03976044527478361
925	1.6	0.040213540436689815
308	1.6	0.04042022888260998
102	1.6	0.03981644635776826
34	1.6	0.03996365048126142
11	1.6	0.053765678388583045
3.8	1.6	0.06287399288730562
1.3	1.6	0.06666177488195058
0.4	1.6	0.04299306418033298
0	1.6	0.06524352296991585
25000	0	0.04583672859366059
8333	0	0.04792639226587598
2777	0	0.04507993666706809
925	0	0.04229223478167361
308	0	0.03762385762106157
102	0	0.03666410653148471
34	0	0.041595986072498085
11	0	0.037492666732139274
3.8	0	0.03763035059473456
1.3	0	0.03722038925209206
0.4	0	0.03710075094299189
0	0	0.035853963531324265
