C12,C6,F(EYFP/OD),F(ECFP/OD),F(mRFP1/OD),F(EYFP/ECFP),F(EYFP/mRFP1),F(ECFP/mRFP1),P(EYFP/OD),P(ECFP/OD),P(mRFP1/OD),P(EYFP/ECFP),P(EYFP/mRFP1),P(ECFP/mRFP1),mu,K,lag
25000,25000,1140.58341409076,14058.9201922581,67.7999191184706,0.0700966673973221,16.5168930322499,219.320714453261,0.206948860926263,2.83347764947254,0.0123017009182494,0.0631052560913145,16.5168930322499,243.619186841225,0.0138232579210056,3.01097829750926,197.478558299742
2500,25000,1170.17532623463,16260.7757198368,67.1910122202744,0.0636652031233073,17.2963786792527,252.384492611403,0.195202957062934,3.00353674709076,0.011208477891645,0.0574970939465355,17.2963786792527,279.459514983818,0.013014343870776,3.19126329461198,186.581615943888
250,25000,1327.24492050538,20915.3874455694,76.3012505993943,0.057495937454542,17.2963890741756,284.666288132046,0.190134681068366,3.2985328081661,0.0109305477261192,0.0522266938290087,17.2963890741756,313.386774040172,0.0116452697602124,3.18661125724805,187.535005722123
25,25000,1341.90274668147,21699.5481010599,75.329523147913,0.0564098472765,17.6823699186087,298.631580118859,0.198223131230463,3.53293944442694,0.0111275232049446,0.0511802862257505,17.6823699186087,329.1455181032,0.0119114370072688,3.12654384040798,199.492492682784
2.5,25000,1599.84667906371,27793.0168279079,90.6410895414769,0.0539602292669074,17.4776588523041,313.200122447657,0.206817398561371,3.93991080161553,0.0117174692969375,0.0492075558328656,17.4776588523041,343.450312206146,0.0107883795227192,3.19719631765473,190.303845684516
0.25,25000,1701.62678996499,29107.5461243666,94.8064831190013,0.0545054592337053,17.8641758494058,316.682858650541,0.21979079747395,4.12267297705296,0.0122456890390486,0.0497063531749936,17.8641758494058,347.258318899847,0.010781607270083,3.13298143454169,197.477236883063
25000,2500,8456.65102382544,1419.51144284212,67.9963328753133,5.5939787270748,124.648264859669,21.5394000094157,1.37618817711627,0.255545068780734,0.0110653436125757,5.05675155568271,124.648264859669,23.8277368622589,0.0127833324448153,3.0870779820975,169.104529128626
2500,2500,1047.05567066237,11543.3082602841,67.5326400077746,0.0763997377737179,15.2414911379399,179.653898022091,0.173379316547993,2.11588819642865,0.011182560103822,0.0690171400742506,15.2414911379399,198.871043977593,0.0129451000221423,3.12280769035725,183.768924651164
250,2500,1042.45434937638,14163.5277778831,66.2163795035305,0.0637866845275297,15.4433078538128,222.340808974065,0.177175834578507,2.66735993264019,0.0112541544944615,0.057566163407288,15.4433078538128,246.366653606603,0.0131907620038464,3.17032298321673,197.003872248616
25,2500,1050.70632613707,15219.2374474044,68.3992870243611,0.0599286688675846,15.2118015921338,232.882551966268,0.171500374648357,2.74837005573817,0.0111643977565888,0.054167157010975,15.2118015921338,257.653200056204,0.0128111700228707,3.15997159859791,193.832276708482
2.5,2500,1271.19705617516,20518.062237326,83.85579889757,0.0552577703561004,14.848650010272,254.519889454233,0.17726414511097,3.14660833990866,0.0116934085332927,0.0502452524610559,14.848650010272,279.911054550337,0.0114153998697914,3.20294358374071,184.767974752363
0.25,2500,1262.23102052965,20965.4435248885,82.6725610929449,0.0546237969705104,14.9966040309133,259.909809466595,0.181254686325666,3.31465798492707,0.011871669199156,0.049613242445207,14.9966040309133,286.158693994387,0.0116658777163326,3.19900648757049,195.712646019677
25000,250,10487.0391918051,1179.82284743264,75.3031751076091,8.63157936829335,134.748158975096,15.4662944681395,1.55243061984465,0.192514560033191,0.0111473746469764,7.83073988697835,134.748158975096,17.0480120859506,0.0119301151519487,3.12165476592989,177.921832852102
2500,250,9139.8653305884,1423.11068322175,71.7992527484482,6.09735512354593,124.906024250372,20.0513218143024,1.2600886819015,0.215679838561632,0.00989877011147166,5.54666495407913,124.906024250372,22.0420794856904,0.0113193205449895,3.13661606853545,161.796209077732
250,250,1140.27100849435,8501.57990773909,66.6799875864254,0.110565285767293,16.706741157223,134.678987549904,0.198027617679938,1.6373200355492,0.0115801234884532,0.0997016941618124,16.706741157223,149.35373837417,0.0133969164115418,3.14404521371349,189.193774864599
25,250,928.573108968484,11463.607300427,67.3873597522678,0.0684493463700216,13.4640441522637,177.815914256006,0.159354216636759,2.18067039912181,0.0115644743756052,0.0617515743692526,13.4640441522637,197.102393409937,0.0132828506395048,3.13963719610814,199.784151605571
2.5,250,1025.05687814085,14253.8733163494,80.7781183212819,0.0626897887369594,12.3446662854696,183.191167458872,0.156612138769148,2.40336487571954,0.0123415921065649,0.0568051155366043,12.3446662854696,202.168686358421,0.0122095548007716,3.1430881163132,197.138897103763
0.25,250,1154.80451862601,16838.3466237815,89.9947174671588,0.0612968856393507,12.5747437405723,192.662075643124,0.160364178418357,2.57115127257742,0.0124972917024816,0.0557454101375038,12.5747437405723,211.848566341274,0.0113801865305158,3.10673866641907,197.000903394792
25000,25,10991.6761764551,1184.35414678885,76.1413615326046,8.93905793653157,141.489752729316,15.6765267465343,1.70517160122011,0.202883589683064,0.0118120371524176,8.09525591266684,141.489752729316,17.3105560025084,0.0123463938224861,3.05078158986366,178.785375907474
2500,25,10959.8766974412,1365.09307624629,81.7249465280965,7.78820874628185,129.455247089779,16.4746676389875,1.42887042842435,0.195223452328121,0.0106547147000132,7.09994588777598,129.455247089779,18.0717082392075,0.0108570986012167,3.14838169630557,176.614450690191
250,25,8765.97081328434,1242.16858930444,67.8384394118287,6.76805358495178,126.285443533262,18.4293484187732,1.41554308575706,0.221832746917139,0.0109546604595623,6.11986366100821,126.285443533262,20.3813066014373,0.012711920729591,3.12840696737521,193.650429981649
25,25,4255.10342263657,1910.99325647361,72.1045704761284,1.85038020727543,56.0475039607298,27.9331179861693,0.70341020216173,0.349675357368967,0.0119195905381711,1.67168191500209,56.0475039607298,30.9190930315426,0.0129294061673004,3.11060385001108,193.162437555399
2.5,25,825.961556386564,3749.1348749113,71.3098617901555,0.179635794938995,10.9874405455054,55.3326249493241,0.141523465448387,0.7120251622039,0.0122185090615344,0.162067981711396,10.9874405455054,61.3305599531274,0.0132679319229793,3.0970939679745,196.189923539305
0.25,25,959.517060888061,5677.10180495473,93.6254033183907,0.142592961870597,9.71812080938375,62.8438626258494,0.132748672326816,0.863518383979037,0.0129530244882524,0.129697220637484,9.71812080938375,69.0924020049426,0.0113487004880252,3.05937566028178,192.082194437268
