C12,C6,F(EYFP/OD),F(ECFP/OD),F(mRFP1/OD),F(EYFP/ECFP),F(EYFP/mRFP1),F(ECFP/mRFP1),P(EYFP/OD),P(ECFP/OD),P(mRFP1/OD),P(EYFP/ECFP),P(EYFP/mRFP1),P(ECFP/mRFP1),mu,K,lag
2500,250,19604.8215010782,7907.64068840735,57.7229452333325,2.29433170142079,340.516182610322,143.071793200254,2.43583133148597,1.07575899253642,0.00717187649667033,2.09542667436864,340.516182610322,156.652654437248,0.0104711704999837,3.06989432579423,74.0011627136629
250,250,8205.57879735386,6507.59053162331,71.6905612903055,1.18066918004859,112.794146829928,93.0559632388538,1.08927754067122,0.948269284311013,0.00951680804245351,1.07558835271574,112.794146829928,102.147171395492,0.0110047588402097,2.98614308165828,90.9990756469589
25,250,1691.16255465368,6859.18431472856,72.3333533542022,0.228707613008402,22.819425995579,96.6242140992758,0.242765745039529,1.08405956379513,0.0103834255139574,0.207731329929651,22.819425995579,106.381128802006,0.0116629368480831,3.0262234839379,91.3575840545333
2.5,250,1061.09533243362,7291.02587993909,75.2666169278323,0.134121369975688,13.5233925882393,97.8490628391868,0.137761017002035,1.03818264053488,0.00977179465156999,0.122288267988495,13.5233925882393,107.317329574605,0.0108231440828504,2.87248690395788,96.9325263610663
250,0.0,7944.43293300112,1152.37479545152,81.915673489316,6.83157541542972,95.10396261963,13.7580754063249,0.918039306756323,0.145402796619834,0.00946597557520073,6.25662652445408,95.10396261963,15.0223653820664,0.00991041038235985,2.89663880147864,71.3866684488096
25000,25,24018.5775677879,2352.09306356656,59.7378417679568,9.30461118708877,406.15344140497,41.1993047608642,2.77395470808342,0.296604551919545,0.00689924567578078,8.52171491395179,406.15344140497,44.9843154633822,0.00990611957244346,3.14167572483432,38.5806897719544
2500,25,19089.2045423959,1303.67025294542,58.2891620956632,13.8851223492976,328.920801307513,23.1208537412998,2.6017973087954,0.195241893584237,0.00794462570379065,12.6365955163365,328.920801307513,25.405251169362,0.0112233267871132,3.08824750564458,72.2234858752452
250,25,7351.73632054026,1197.03457749938,62.793376981421,5.93874077340819,116.405094499778,19.3050890486166,1.10548286624481,0.198524979457022,0.00944225953434502,5.38453244643539,116.405094499778,21.2920844303191,0.0120680450809185,3.05659863497182,81.2642990460998
25,25,1669.82014641049,1306.89915704543,81.0854765579625,1.20384264022195,19.8228783376306,16.2696543285408,0.217367834292362,0.186605708844582,0.0105552531929002,1.09752003183229,19.8228783376306,17.8457823586787,0.0108447135103522,3.02975855392243,60.4019893908061
2.5,25,1034.91278300726,1379.4980780918,87.1777978340464,0.709121326084131,11.2047850879443,15.6915802124733,0.136578379614641,0.199794711904913,0.0115049331325761,0.646153738782266,11.2047850879443,17.2207224082536,0.0109565500491325,3.01087791647082,84.0764384210716
25,0.0,1369.44769293197,978.439800691787,71.3369639925918,1.34091931640152,18.4826174995686,13.6297670733476,0.173149358895683,0.135544971054396,0.00901965781141764,1.22385167752916,18.4826174995686,14.9335236305788,0.0106100474597186,2.92024079312009,66.4182311124741
25000,2.5,28278.0553954101,2754.56791586061,65.4550903701808,9.48450818201955,434.446139668989,44.0251143634076,3.3438809707064,0.355973370052209,0.00774006656625481,8.67864769948361,434.446139668989,48.1130899482106,0.0100859220921506,3.11070452977423,67.3442545361307
2500,2.5,20778.198753235,1065.89369459898,63.4829425533853,18.6701346031852,330.229108091405,17.3504830747808,2.68779556508335,0.151201084855049,0.00821193278011476,17.0252999399505,330.229108091405,19.0267340709997,0.0107935912732466,2.96881884579335,80.0796904982152
250,2.5,9669.99852828601,1305.7463970625,90.0130949570778,7.32981505641063,105.32335046843,14.2431118931665,1.19126083175043,0.176068421386244,0.0110888408155741,6.696545702287,105.32335046843,15.5900341229686,0.0104039337279577,2.96910170876938,96.709049052066
25,2.5,1633.63800535529,1210.36165414634,88.5039190122392,1.31090827774414,17.9425264332271,13.6436599110868,0.211210730329658,0.171600782583095,0.011442545600882,1.19544155348413,17.9425264332271,14.9614898896912,0.0107893381682266,2.96426757051628,85.6541428520295
2.5,2.5,993.636237225982,1253.57431845156,95.2555443452147,0.76271622658465,9.96689007577252,13.0528628196868,0.11861995548126,0.163606648413565,0.0113715744316225,0.697657808680186,9.96689007577252,14.2700764645528,0.010159083036561,3.00617992467111,69.0709447813534
2.5,0.0,1015.933111465,1229.72352499859,95.6401789192347,0.788847698149714,10.1930651703486,12.9388610045794,0.109565531375224,0.144428371311348,0.0103145245546694,0.724364176769503,10.1930651703486,14.0906895281065,0.00939861576588065,2.998653557975,42.2772111935552
0.0,25000,1785.52603176586,31950.6470961676,66.9705329729815,0.0532684129606147,26.4394056832448,487.024097162446,0.225897478465126,4.42903410226539,0.00847283896225261,0.0486167125893314,26.4394056832448,533.623096826022,0.0106150092671758,3.2263328521942,90.3278895173704
0.0,2500,1341.21392892536,21481.148173476,67.9928392884571,0.0575306291742992,19.2885919218916,324.955059664747,0.174943878284315,3.07361090401214,0.00886877980026315,0.0524455230661244,19.2885919218916,356.462629084926,0.0108610979824566,3.0984802067467,88.5564488444746
0.0,250,1201.21407444478,8426.92388248253,92.519046117191,0.132172651644626,12.366252060699,92.1212727676284,0.159689985172126,1.22979425770752,0.0122995271341808,0.120402493627896,12.366252060699,101.126750183472,0.0110166508046882,3.13311529251974,98.0856178489236
0.0,25,1110.98059307992,1597.90448060409,99.4226443008267,0.667758046928414,10.5962022799576,15.9327031415695,0.132436765171415,0.208232938013356,0.0118518842525294,0.610833166245549,10.5962022799576,17.4175066450596,0.0101479245271089,3.05747229260941,76.3174447540721
0.0,2.5,1082.54200339505,1417.70198062219,108.515264182555,0.741350474706859,9.44164501462933,12.8780172893728,0.118217554383584,0.168680678214917,0.0118502645668416,0.68042520365446,9.44164501462933,14.0311149256135,0.00948967374960345,2.95946838168179,71.5862494428618
0.0,0.0,855.892140770283,1183.37434081377,91.8421065992696,0.702479926885901,8.64263798856993,12.3900452693145,0.106369709976054,0.161030893701117,0.0114140763505107,0.641572588984416,8.64263798856993,13.5662873450981,0.0104732566217969,3.07888721504194,89.9492198375942
