C12,C6,F(EYFP/OD),F(ECFP/OD),F(mRFP1/OD),F(EYFP/ECFP),F(EYFP/mRFP1),F(ECFP/mRFP1),P(EYFP/OD),P(ECFP/OD),P(mRFP1/OD),P(EYFP/ECFP),P(EYFP/mRFP1),P(ECFP/mRFP1),mu,K,lag
25000,25000,1003.14157979957,10138.3102448738,60.9098543305726,0.0819138209649684,16.5665941331818,180.560421253818,0.161014759880631,1.79925115175732,0.00977667137609919,0.0740857068529884,16.5665941331818,199.63896746364,0.0126564053754259,3.12037946343626,108.175286127358
2500,25000,1127.96104636471,14250.0574930608,62.3751095581275,0.069101441563542,17.9931979635467,239.939683154582,0.179429007779487,2.50547375281088,0.00992224337375999,0.0625190572387298,17.9931979635467,265.20198362828,0.01257401091805,3.2610640709228,130.105733219436
250,25000,1144.3149629606,16091.3203595171,64.9615343495501,0.0632758630153233,17.5336081710265,257.845071123604,0.188756560309102,2.93778388415472,0.010715507681992,0.0571697630475103,17.5336081710265,285.384590207848,0.0129091471490694,3.25420712839669,146.72360976713
25,25000,1189.77088492345,17038.2797920613,65.2516413147034,0.061722382166944,18.264988386378,274.946062207027,0.179293020832021,2.8320951842511,0.00983312336333845,0.0559577993799454,18.264988386378,303.270073428235,0.0120871616406228,3.28552053519038,131.048311466436
2.5,25000,1338.35324857898,20717.8906340945,74.9639031022001,0.0577313015001422,17.7845051548442,288.701394804595,0.203192134243265,3.47045808002242,0.0113812070757211,0.0523246360514346,17.7845051548442,318.53269367401,0.0121533017944297,3.24322100533088,149.735823768872
0.0,25000,1488.50209978169,25686.8635018873,84.5298595934799,0.0540537998748766,17.4168907361339,309.697534791404,0.201163051094044,3.8131922313969,0.0114237557789603,0.0492093207269935,17.4168907361339,340.186133847086,0.0111526150698929,3.26964316919293,157.562418585018
25000,2500,4190.09938423598,1030.76446270382,51.8591816156457,3.84501291716164,82.2907437451026,20.6616826143098,0.787170631522876,0.215378482600135,0.00974249558285616,3.45700084718063,82.2907437451026,22.9807396799184,0.0141696351568305,3.10855596959449,111.817450360985
2500,2500,926.213421556289,8042.62365396611,60.9012369829358,0.0960077589944046,15.2076680284397,139.970847709564,0.156980690065176,1.51025358439555,0.0103219387507257,0.086654150305105,15.2076680284397,155.079558980462,0.0131642769303648,3.24090470746442,116.497531105738
250,2500,982.076649223866,9480.87578063829,62.7763623667233,0.0882730145011414,15.6352392305768,159.886437118006,0.164345950804829,1.7569945609103,0.0105053317064215,0.0797112501798298,15.6352392305768,177.059797085266,0.013044182422654,3.20338767320526,122.619245390587
25,2500,1115.78062439962,16040.4929299536,73.1206448621832,0.0616395283225321,15.1195762335626,226.875914642805,0.163813880634768,2.59501851481552,0.0107352434048908,0.0559381937863591,15.1195762335626,249.999569520169,0.0118578848175287,3.26755663652919,138.795842742139
