25000	25000	0.6715816114100476
25000	8333	0.3158035359811517
25000	2777	0.5823212258309319
25000	925	0.13441956177653214
25000	308	0.08767072813938617
25000	102	0.0981543096144169
25000	34	0.00350588034460232
25000	11	0.03945319844394158
25000	3.8	0.1332809661047497
25000	1.3	0.03013881340420441
25000	0.4	0.0702246936711595
25000	0	0.08998979910856962
5000	25000	0.7850682124918783
5000	8333	0.902314307256303
5000	2777	1.
5000	925	0.9715155209960009
5000	308	0.4910253220308788
5000	102	0.003314534165354144
5000	34	0.015034832548842155
5000	11	0.0040021894671876815
5000	3.8	0.0027942135587064537
5000	1.3	0.0015868788337531719
5000	0.4	0.05444366675501512
5000	0	0.00006008378883055461
1000	25000	0.6089411474184604
1000	8333	0.43699810349819324
1000	2777	0.7047845903920619
1000	925	0.5801944815441644
1000	308	0.6829623906623928
1000	102	0.3744678399376644
1000	34	0.0012525711715385595
1000	11	0.008009181889041296
1000	3.8	0.0018392971468576842
1000	1.3	0.06968288250584385
1000	0.4	0.060460335460988286
1000	0	0.01068094802164335
200	25000	0.11056301358044864
200	8333	0.40968584453299134
200	2777	0.3887038221513889
200	925	0.7449514326450956
200	308	0.770660156380671
200	102	0.7066812641094403
200	34	0.1511398466623119
200	11	0.054433964215555734
200	3.8	0.04035108427807817
200	1.3	0.03945800123910012
200	0.4	0.06460869229718007
200	0	0.04284361696455884
40	25000	0.00037177173106751915
40	8333	0.0036522411581528746
40	2777	0.06354076148070888
40	925	0.18501658906307847
40	308	0.25991590713883406
40	102	0.3089822922967071
40	34	0.2113518251192074
40	11	0.0006681654716677916
40	3.8	0.0008881596314699402
40	1.3	0.00706979539070172
40	0.4	0.0007607225007628624
40	0	0.0021565752990023728
8	25000	0.00022405818949484534
8	8333	0.00021383216776959234
8	2777	0.0001208217845668675
8	925	0.00013581607081277684
8	308	0.00021144452786874804
8	102	0.0006373141915951372
8	34	0.0001037951041512774
8	11	0.00008927799301377862
8	3.8	0.0010454559090499948
8	1.3	0.0001321269868594613
8	0.4	0.00012198428372829516
8	0	0.0007262582928837156
1.6	25000	0.000470841963121648
1.6	8333	0.0005942331579685328
1.6	2777	0.0011089174338192993
1.6	925	0.0010478677413329352
1.6	308	0.0008876594401813261
1.6	102	0.0009710646956649847
1.6	34	0.0010807046107530701
1.6	11	0.00044574026785066
1.6	3.8	0.0002809771799553749
1.6	1.3	0.00013135470657611237
1.6	0.4	0.0013432118289731945
1.6	0	0.00008540831109698214
0	25000	0.002039667407851312
0	8333	0.0003835538942573905
0	2777	0.0003308900239487199
0	925	0.0006561019940562969
0	308	0.0019004485399218456
0	102	0.0018260005976183057
0	34	0.0005739123816999187
0	11	0.001020970424329904
0	3.8	0.0007113440602701323
0	1.3	0.0006005015210949471
0	0.4	0.00047315719193715604
0	0	0.0004916909951207199
